param,mean,median,1.000_CI_LB,1.000_CI_UB
gamma-quantile_param_184,0.638004,0.640017,0.435698,0.776092
gamma-quantile_param_185,0.564553,0.543255,0.294726,0.966306
gamma-quantile_param_186,0.340263,0.339866,0.019873,0.934742
gamma-quantile_param_187,0.516213,0.516196,0.423547,0.617740
gamma-quantile_param_188,0.261390,0.253656,0.015557,0.650048
gamma-quantile_param_189,0.697412,0.695116,0.510091,0.909263
gamma-quantile_param_190,0.712502,0.739250,0.403275,0.889497
gamma-quantile_param_191,0.539584,0.539470,0.431976,0.627262
gamma-quantile_param_192,0.705008,0.699180,0.390025,0.935356
gamma-quantile_param_193,0.499183,0.501889,0.238450,0.783455
gamma-quantile_param_194,0.824106,0.835661,0.339001,0.998359
gamma-quantile_param_195,0.382592,0.387355,0.053393,0.719717
gamma-quantile_param_196,0.833456,0.868666,0.203430,0.998747
gamma-quantile_param_197,0.455652,0.426849,0.008138,0.981745
gamma-quantile_param_198,0.525774,0.525177,0.309383,0.713430
gamma-quantile_param_199,0.343577,0.343727,0.006771,0.937834
gamma-quantile_param_200,0.440205,0.441299,0.008760,0.891255
gamma-quantile_param_201,0.629359,0.633348,0.311803,0.880279
gamma-quantile_param_202,0.346317,0.335948,0.009672,0.845189
gamma-quantile_param_203,0.547411,0.550665,0.147016,0.859795
gamma-quantile_param_204,0.710887,0.790852,0.051966,0.999997
gamma-quantile_param_205,0.454300,0.453899,0.207438,0.689078
gamma-quantile_param_206,0.661496,0.676112,0.172110,0.991160
gamma-quantile_param_207,0.790590,0.831206,0.131783,0.999707
gamma-quantile_param_208,0.651543,0.662392,0.191385,0.945423
gamma-quantile_param_209,0.576430,0.576886,0.283352,0.888684
gamma-quantile_param_210,0.706549,0.773443,0.023907,0.999679
gamma-quantile_param_211,0.351389,0.348735,0.147146,0.581545
gamma-quantile_param_212,0.460513,0.465081,0.072447,0.803710
gamma-quantile_param_213,0.470848,0.473547,0.165008,0.682556
gamma-quantile_param_214,0.580561,0.582215,0.335051,0.797723
gamma-quantile_param_215,0.332627,0.313065,0.000054,0.934311
gamma-quantile_param_216,0.417860,0.424228,0.028991,0.743704
gamma-quantile_param_217,0.461407,0.459455,0.288626,0.652907
gamma-quantile_param_218,0.532531,0.532218,0.379823,0.674077
gamma-quantile_param_219,0.478954,0.478987,0.374768,0.584363
gamma-quantile_param_220,0.465558,0.463253,0.339134,0.670193
gamma-quantile_param_221,0.512096,0.509847,0.381506,0.695043
gamma-quantile_param_222,0.831305,0.842911,0.551552,0.949622
gamma-quantile_param_223,0.607555,0.605700,0.390473,0.899891
gamma-quantile_param_224,0.358419,0.349880,0.162675,0.676967
gamma-quantile_param_225,0.285253,0.281282,0.151327,0.496561
gamma-quantile_param_226,0.581212,0.584631,0.286870,0.816480
gamma-quantile_param_227,0.387839,0.369973,0.110725,0.878597
gamma-quantile_param_228,0.426809,0.427285,0.187741,0.632062
gamma-quantile_param_229,0.527792,0.526966,0.368385,0.673151
gamma-quantile_param_230,0.540596,0.536239,0.375879,0.804049
gamma-quantile_param_231,0.555226,0.552900,0.390110,0.781625
gamma-quantile_param_232,0.582955,0.583627,0.312119,0.791555
gamma-quantile_param_233,0.497049,0.490995,0.000166,0.888275
gamma-quantile_param_234,0.481095,0.477855,0.336442,0.661573
gamma-quantile_param_235,0.526022,0.523351,0.406851,0.695850
gamma-quantile_param_236,0.482845,0.515807,0.091364,0.616709
gamma-quantile_param_237,0.514759,0.511359,0.388174,0.828224
gamma-quantile_param_238,0.431083,0.430011,0.351957,0.570184
gamma-quantile_param_239,0.468553,0.476214,0.000949,0.999349
gamma-quantile_param_240,0.703616,0.694382,0.349348,0.989130
gamma-quantile_param_241,0.511456,0.510543,0.377732,0.652048
gamma-quantile_param_242,0.515228,0.529425,0.134067,0.789918
gamma-quantile_param_243,0.720348,0.786050,0.043043,0.983184
gamma-quantile_param_244,0.757386,0.766960,0.499913,0.902957
gamma-quantile_param_245,0.441936,0.442334,0.251946,0.607098
gamma-quantile_param_246,0.179443,0.128598,0.000101,0.930830
gamma-quantile_param_247,0.555157,0.542034,0.102924,0.896803
gamma-quantile_param_248,0.457989,0.455504,0.304222,0.661787
gamma-quantile_param_249,0.474516,0.470691,0.162731,0.825789
gamma-quantile_param_250,0.404588,0.397078,0.213762,0.696814
gamma-quantile_param_251,0.510413,0.509283,0.343961,0.688170
gamma-quantile_param_252,0.359973,0.350807,0.172424,0.806738
gamma-quantile_param_253,0.401680,0.407983,0.023727,0.725357
gamma-quantile_param_254,0.545188,0.543412,0.408666,0.699488
gamma-quantile_param_255,0.495873,0.496142,0.388387,0.597937
gamma-quantile_param_256,0.795173,0.817575,0.314842,0.999778
gamma-quantile_param_257,0.561537,0.563312,0.327721,0.740693
gamma-quantile_param_258,0.447272,0.443771,0.046058,0.980887
gamma-quantile_param_259,0.590495,0.588734,0.368075,0.855935
gamma-quantile_param_260,0.953998,0.966067,0.640585,0.997208
gamma-quantile_param_261,0.496866,0.495944,0.328878,0.690653
gamma-quantile_param_262,0.467270,0.467068,0.295521,0.640151
gamma-quantile_param_263,0.555696,0.553567,0.420231,0.751713
gamma-quantile_param_264,0.520716,0.520995,0.417489,0.609245
gamma-quantile_param_265,0.436068,0.435159,0.334146,0.584901
gamma-quantile_param_266,0.525962,0.526800,0.373519,0.649887
gamma-quantile_param_267,0.260983,0.253813,0.003355,0.663236
gamma-quantile_param_268,0.595554,0.637029,0.020880,0.993010
gamma-quantile_param_269,0.524293,0.531058,0.215507,0.745215
gamma-quantile_param_270,0.521650,0.522016,0.364720,0.656010
gamma-quantile_param_271,0.507855,0.508277,0.363497,0.631505
gamma-quantile_param_272,0.643463,0.636346,0.283887,0.987162
gamma-quantile_param_273,0.504822,0.504984,0.296165,0.705352
gamma-quantile_param_274,0.526794,0.527289,0.306380,0.731450
gamma-quantile_param_275,0.579453,0.583160,0.306362,0.795696
gamma-quantile_param_276,0.257638,0.246402,0.080483,0.864437
gamma-quantile_param_277,0.441456,0.444675,0.107426,0.761558
gamma-quantile_param_278,0.418557,0.416452,0.192184,0.669908
gamma-quantile_param_279,0.781291,0.824551,0.071540,0.999455
gamma-quantile_param_280,0.505107,0.502673,0.323788,0.683755
gamma-quantile_param_281,0.583335,0.583618,0.468049,0.674234
gamma-quantile_param_282,0.378231,0.399783,0.009899,0.648966
gamma-quantile_param_283,0.497342,0.497556,0.325962,0.639872
gamma-quantile_param_284,0.562602,0.563343,0.389897,0.709075
gamma-quantile_param_285,0.462582,0.451083,0.358582,0.777440
gamma-quantile_param_286,0.532790,0.532849,0.418984,0.662863
gamma-quantile_param_287,0.189878,0.177193,0.003810,0.509169
gamma-quantile_param_288,0.374442,0.366541,0.173095,0.663567
gamma-quantile_param_289,0.631388,0.619632,0.082249,0.998580
gamma-quantile_param_290,0.429755,0.427708,0.270226,0.613362
gamma-quantile_param_291,0.554024,0.554222,0.294111,0.785693
gamma-quantile_param_292,0.362683,0.358418,0.133856,0.659191
gamma-quantile_param_293,0.496912,0.494723,0.229075,0.804277
gamma-quantile_param_294,0.502838,0.501764,0.370601,0.661792
gamma-quantile_param_295,0.514123,0.514355,0.411843,0.601881
gamma-quantile_param_296,0.510968,0.511392,0.423982,0.588000
gamma-quantile_param_297,0.476992,0.476538,0.394796,0.562335
gamma-quantile_param_298,0.100683,0.057168,0.000923,0.502111
gamma-quantile_param_299,0.569125,0.568753,0.451301,0.688909
gamma-quantile_param_300,0.631506,0.591047,0.356735,0.997948
gamma-quantile_param_301,0.681739,0.733507,0.109641,0.945243
gamma-quantile_param_302,0.525262,0.524877,0.339381,0.701330
gamma-quantile_param_303,0.502300,0.501902,0.336095,0.654897
gamma-quantile_param_304,0.442689,0.445427,0.126963,0.742510
gamma-quantile_param_305,0.503216,0.502624,0.280232,0.704853
gamma-quantile_param_306,0.402630,0.357259,0.000231,0.999361
gamma-quantile_param_307,0.548419,0.561456,0.000524,0.999799
gamma-quantile_param_308,0.499247,0.498559,0.256460,0.761596
gamma-quantile_param_309,0.513221,0.515349,0.217084,0.776894
gamma-quantile_param_310,0.537955,0.537956,0.272234,0.801389
gamma-quantile_param_311,0.488903,0.488572,0.208905,0.747493
gamma-quantile_param_312,0.514014,0.514845,0.238721,0.756571
gamma-quantile_param_313,0.510433,0.510554,0.247799,0.728649
gamma-quantile_param_314,0.497207,0.489137,0.004581,0.999284
gamma-quantile_param_315,0.590553,0.591462,0.329322,0.828930
gamma-quantile_param_316,0.519566,0.519653,0.315182,0.728908
gamma-quantile_param_317,0.593920,0.593447,0.304217,0.827515
gamma-quantile_param_318,0.507637,0.508643,0.283432,0.728166
gamma-quantile_param_319,0.467532,0.466332,0.273516,0.723293
gamma-quantile_param_320,0.662646,0.664034,0.420927,0.874454
gamma-quantile_param_321,0.561926,0.558897,0.144927,0.933335
gamma-quantile_param_322,0.526139,0.517429,0.228918,0.863115
gamma-quantile_param_323,0.503161,0.502806,0.333010,0.648901
gamma-quantile_param_324,0.521698,0.520949,0.336378,0.722638
gamma-quantile_param_325,0.349787,0.341427,0.016753,0.833748
gamma-quantile_param_326,0.508182,0.507259,0.349776,0.705005
gamma-quantile_param_327,0.717706,0.734902,0.262619,0.999340
gamma-quantile_param_328,0.337994,0.300422,0.000253,0.986882
gamma-quantile_param_329,0.223955,0.217285,0.000847,0.623664
gamma-quantile_param_330,0.444311,0.419529,0.111381,0.947078
gamma-quantile_param_331,0.425789,0.425016,0.260937,0.603681
gamma-quantile_param_332,0.357069,0.249791,0.000258,0.991938
gamma-quantile_param_333,0.311356,0.287953,0.017589,0.861078
gamma-quantile_param_334,0.481474,0.480015,0.338213,0.640281
gamma-quantile_param_335,0.412450,0.411256,0.346196,0.514325
gamma-quantile_param_336,0.752812,0.822441,0.015404,1.000000
gamma-quantile_param_337,0.838995,0.970655,0.002729,1.000000
gamma-quantile_param_338,0.829289,0.907935,0.177753,1.000000
gamma-quantile_param_339,0.898549,0.962451,0.004440,0.999999
gamma-quantile_param_340,0.884406,0.928048,0.128204,0.999915
gamma-quantile_param_341,0.277365,0.241694,0.000924,0.780642
gamma-quantile_param_342,0.588464,0.587602,0.038048,0.992635
gamma-quantile_param_343,0.872761,0.917027,0.016493,0.994517
gamma-quantile_param_344,0.848791,0.912884,0.015701,0.992875
gamma-quantile_param_345,0.187850,0.090372,0.000117,0.986858
gamma-quantile_param_346,0.393507,0.348319,0.000011,0.996338
gamma-quantile_param_347,0.220562,0.173731,0.000211,0.902310
gamma-quantile_param_348,0.351478,0.300017,0.002101,0.972922
gamma-quantile_param_349,0.175097,0.086031,0.000078,0.880087
gamma-quantile_param_350,0.222177,0.148744,0.000054,0.986203
gamma-quantile_param_351,0.154371,0.083631,0.000004,0.836700
gamma-quantile_param_352,0.421671,0.409740,0.000010,0.999614
gamma-quantile_param_353,0.421561,0.372333,0.002850,0.996892
gamma-quantile_param_354,0.377939,0.402162,0.009284,0.877995
gamma-quantile_param_355,0.464902,0.403458,0.005332,0.973735
gamma-quantile_param_356,0.393808,0.381947,0.005859,0.987623
gamma-quantile_param_357,0.451066,0.433652,0.005893,0.982066
gamma-quantile_param_358,0.442737,0.345905,0.000476,0.999117
gamma-quantile_param_359,0.508949,0.502568,0.000992,0.993381
gamma-quantile_param_360,0.361223,0.334234,0.000005,0.993448
gamma-quantile_param_361,0.543920,0.568650,0.000185,0.999875
gamma-quantile_param_362,0.391325,0.383391,0.000361,0.955518
gamma-quantile_param_363,0.580982,0.584188,0.015969,0.999480
gamma-quantile_param_364,0.442297,0.414323,0.011015,0.991104
gamma-quantile_param_365,0.541100,0.524647,0.028256,0.997737
gamma-quantile_param_366,0.450468,0.484723,0.001700,0.990716
gamma-quantile_param_367,0.562644,0.574902,0.004255,0.997031
gamma-quantile_param_368,0.318145,0.289496,0.004732,0.972983
gamma-quantile_param_369,0.385644,0.355269,0.000336,0.992426
gamma-quantile_param_370,0.411999,0.362670,0.000340,0.995860
gamma-quantile_param_371,0.519796,0.523018,0.005806,0.993591
gamma-quantile_param_372,0.516048,0.516260,0.011734,0.997711
gamma-quantile_param_373,0.534333,0.578078,0.000806,0.960689
gamma-quantile_param_374,0.843308,0.886668,0.080237,0.999390
gamma-quantile_param_375,0.633459,0.600340,0.154194,0.996043
gamma-quantile_param_376,0.251501,0.107909,0.000009,0.996221
gamma-quantile_param_377,0.266997,0.203516,0.000002,0.978879
gamma-quantile_param_378,0.366709,0.279660,0.000003,0.999609
gamma-quantile_param_379,0.556346,0.609604,0.000003,0.999873
gamma-quantile_param_380,0.323357,0.189779,0.000001,0.999945
gamma-quantile_param_381,0.396521,0.373767,0.000010,0.992707
gamma-quantile_param_382,0.463926,0.504312,0.000028,0.993038
gamma-quantile_param_383,0.718515,0.791787,0.059891,0.999856
gamma-quantile_param_384,0.407155,0.386686,0.000035,0.999533
gamma-quantile_param_385,0.601384,0.597073,0.076400,0.998751
gamma-quantile_param_386,0.606665,0.713505,0.001849,0.999724
gamma-quantile_param_387,0.673171,0.748617,0.001635,0.999999
gamma-quantile_param_388,0.862091,0.902697,0.218212,0.999982
gamma-quantile_param_389,0.630207,0.687056,0.001890,0.999796
gamma-quantile_param_390,0.557007,0.577638,0.000294,0.999322
gamma-quantile_param_391,0.705669,0.760322,0.031965,0.999927
gamma-quantile_param_392,0.621548,0.627315,0.040838,0.997944
gamma-quantile_param_393,0.593505,0.624993,0.000418,0.998540
gamma-quantile_param_394,0.435427,0.380354,0.000486,0.997405
gamma-quantile_param_395,0.350620,0.231985,0.000164,0.999672
gamma-quantile_param_396,0.410672,0.376883,0.000116,0.984622
gamma-quantile_param_397,0.876333,0.947929,0.004674,0.999799
gamma-quantile_param_398,0.768766,0.839660,0.041077,0.999371
gamma-quantile_param_399,0.700502,0.764701,0.001871,0.999860
gamma-quantile_param_400,0.699412,0.749170,0.050279,0.998814
gamma-quantile_param_401,0.277057,0.204691,0.000086,0.996431
gamma-quantile_param_402,0.228107,0.143635,0.000034,0.976920
gamma-quantile_param_403,0.257998,0.167448,0.000040,0.971124
gamma-quantile_param_404,0.202274,0.136954,0.000001,0.942352
gamma-quantile_param_405,0.336315,0.264817,0.000859,0.992701
gamma-quantile_param_406,0.397790,0.374542,0.004814,0.947108
gamma-quantile_param_407,0.635562,0.679312,0.010974,0.999713
gamma-quantile_param_408,0.562176,0.644521,0.000643,0.999952
gamma-quantile_param_409,0.699397,0.782900,0.036488,0.999919
gamma-quantile_param_410,0.699659,0.742937,0.013669,0.999869
gamma-quantile_param_411,0.803971,0.844637,0.169151,0.999998
gamma-quantile_param_412,0.891814,0.944935,0.106967,0.999980
gamma-quantile_param_413,0.670655,0.721561,0.012584,0.999996
gamma-quantile_param_414,0.827034,0.879771,0.027427,0.999719
gamma-quantile_param_415,0.526939,0.522640,0.013150,0.991675
gamma-quantile_param_416,0.628315,0.665488,0.010498,0.997690
gamma-quantile_param_417,0.628816,0.637300,0.010376,0.999863
gamma-quantile_param_418,0.468959,0.460318,0.023694,0.999389
gamma-quantile_param_419,0.332990,0.276214,0.000659,0.978357
gamma-quantile_param_420,0.339262,0.287024,0.000334,0.970499
gamma-quantile_param_421,0.393081,0.378514,0.009647,0.919202
gamma-quantile_param_422,0.615136,0.624263,0.032958,0.999789
gamma-quantile_param_423,0.760179,0.784150,0.167720,0.999188
gamma-quantile_param_424,0.434557,0.359571,0.001138,0.993350
gamma-quantile_param_425,0.687751,0.758659,0.010076,0.999434
gamma-quantile_param_426,0.924078,0.944259,0.638262,0.997380
gamma-quantile_param_427,0.727153,0.796781,0.011175,0.993291
gamma-quantile_param_428,0.499159,0.499397,0.001444,0.983526
gamma-quantile_param_429,0.570119,0.684265,0.004112,0.986134
gamma-quantile_param_430,0.805547,0.807419,0.665648,0.909963
gamma-quantile_param_431,0.367559,0.335646,0.007103,0.953369
gamma-quantile_param_432,0.563445,0.603185,0.004547,0.989468
gamma-quantile_param_433,0.184925,0.159941,0.000552,0.705053
gamma-quantile_param_434,0.237917,0.209738,0.000081,0.844401
