param,mean,median,1.000_CI_LB,1.000_CI_UB
beta_loc_103_pop_0,0.015083,0.220995,-3.726630,3.121186
beta_loc_104_pop_0,3.314542,2.660317,-0.848000,8.242323
beta_loc_105_pop_0,0.425686,0.581572,-4.310949,6.285069
beta_loc_106_pop_0,2.776460,2.932650,-0.946226,6.200648
beta_loc_107_pop_0,-2.307961,-3.184755,-6.826409,3.160248
beta_loc_108_pop_0,1.150229,0.920587,-0.995869,5.181951
beta_loc_109_pop_0,1.322220,1.190245,-0.959148,4.482537
beta_loc_110_pop_0,-3.406215,-4.168905,-6.481241,0.631153
beta_loc_111_pop_0,1.519798,1.238684,-0.959757,4.742779
beta_loc_112_pop_0,1.068288,1.242790,-4.636942,4.750192
beta_loc_113_pop_0,6.915396,5.397709,0.777351,14.065244
beta_loc_114_pop_0,-4.687232,-4.591045,-7.978448,0.421632
beta_loc_115_pop_0,2.182351,2.130269,0.084744,5.377382
beta_loc_116_pop_0,-3.683809,-3.646915,-8.965822,0.447816
beta_loc_117_pop_0,-5.885972,-6.650140,-11.475948,-0.356127
beta_loc_118_pop_0,-3.123998,-3.382190,-7.210372,4.027655
beta_loc_119_pop_0,-0.397511,-0.428233,-1.000210,0.833952
beta_loc_120_pop_0,-6.642473,-6.012621,-11.528648,-3.001298
beta_loc_121_pop_0,-5.028603,-4.891594,-8.858833,-1.253543
beta_loc_122_pop_0,-4.146844,-4.605273,-8.166092,0.782778
beta_loc_123_pop_0,3.521886,3.418852,-0.787469,7.065242
beta_loc_124_pop_0,1.709879,1.288747,-5.646517,8.407818
beta_loc_125_pop_0,-7.120265,-7.072814,-11.058592,-2.289624
beta_loc_126_pop_0,0.781559,0.718039,-0.989057,3.636064
beta_loc_127_pop_0,2.869514,2.731045,-1.576695,8.112043
beta_loc_128_pop_0,1.089628,1.031879,-0.985058,3.888180
beta_loc_129_pop_0,-6.609507,-6.927948,-9.806022,-3.588779
beta_loc_130_pop_0,1.733749,1.406589,-0.971683,6.115148
beta_loc_131_pop_0,-5.476844,-4.861893,-10.122252,-2.443533
beta_loc_132_pop_0,4.028620,3.597090,-0.357850,10.058666
beta_loc_133_pop_0,4.592832,4.736180,1.507222,7.232986
beta_loc_134_pop_0,-4.149264,-4.157443,-7.394546,-1.236626
beta_loc_135_pop_0,-4.665172,-4.759239,-7.494117,-0.576077
beta_loc_136_pop_0,2.846339,2.721045,-0.694418,6.796521
beta_loc_137_pop_0,2.697795,2.594405,-0.977596,6.117728
beta_loc_138_pop_0,0.093841,0.109060,-0.981281,1.575878
beta_loc_139_pop_0,0.742429,0.737887,-0.931669,3.063940
beta_loc_140_pop_0,2.298636,2.199679,-0.976630,5.429323
beta_loc_141_pop_0,0.171582,0.032679,-0.996262,4.643163
beta_loc_142_pop_0,-0.697997,-0.081193,-5.423588,2.974616
beta_loc_143_pop_0,-4.387079,-4.862924,-9.697788,2.285436
beta_loc_144_pop_0,6.237878,6.335686,2.034208,10.424438
beta_loc_145_pop_0,-4.738301,-5.058752,-9.736024,-0.140904
beta_loc_146_pop_0,2.796646,2.318021,-5.714057,10.115854
beta_loc_147_pop_0,1.680386,1.160461,-0.956169,5.351931
beta_loc_148_pop_0,-3.526635,-3.810666,-8.097836,0.761601
beta_loc_149_pop_0,5.321209,5.665537,-0.992592,11.490212
beta_loc_150_pop_0,4.474585,3.692852,-0.735815,10.036775
beta_loc_151_pop_0,-4.723243,-3.051323,-10.942570,0.625435
beta_loc_152_pop_0,-7.036460,-7.187836,-11.230677,-1.587163
beta_loc_153_pop_0,2.819376,2.467078,-0.611291,6.906375
beta_loc_154_pop_0,6.330922,7.392447,-0.427137,13.336087
beta_loc_155_pop_0,-6.156407,-5.023103,-12.631618,-2.084880
beta_loc_156_pop_0,1.149910,0.506081,-0.892860,6.174811
beta_loc_157_pop_0,2.240260,2.511402,-0.950953,6.085206
beta_loc_158_pop_0,3.197076,3.160471,0.501513,5.591023
beta_loc_159_pop_0,2.956584,3.044309,-0.852257,6.725035
beta_loc_160_pop_0,1.486558,1.430866,-2.593540,4.345825
beta_loc_161_pop_0,5.678427,4.592143,-0.721526,13.478717
beta_loc_162_pop_0,-5.726644,-5.767128,-7.882582,-3.587933
beta_loc_163_pop_0,-3.207209,-4.041462,-8.644397,3.383170
beta_loc_164_pop_0,5.210313,4.371343,1.398420,11.479237
beta_loc_165_pop_0,1.580360,1.556920,-0.988965,5.193454
beta_loc_166_pop_0,3.348397,3.528434,-0.618441,6.467242
beta_loc_167_pop_0,0.665035,0.505157,-0.987904,3.229471
beta_loc_168_pop_0,1.624645,1.425744,-0.985393,5.232619
beta_loc_169_pop_0,1.823343,1.635474,-0.196366,5.218282
beta_loc_170_pop_0,-6.062154,-6.026913,-9.463079,-2.588753
beta_loc_171_pop_0,3.250021,3.132808,-0.863348,7.874115
beta_loc_172_pop_0,-0.024691,-0.231539,-4.430290,5.038845
beta_loc_173_pop_0,-3.368560,-3.802917,-7.654191,0.632073
beta_loc_174_pop_0,2.735458,2.771129,-0.667083,6.918830
beta_loc_175_pop_0,-3.080432,-3.159851,-7.033738,1.969409
beta_loc_176_pop_0,5.199936,4.700259,-0.358888,10.218963
beta_loc_177_pop_0,-6.241013,-6.193467,-9.820161,-3.632289
beta_loc_178_pop_0,1.956013,1.508923,-0.816546,7.185568
beta_loc_179_pop_0,0.425508,0.418394,-0.997683,3.040618
beta_loc_180_pop_0,-0.290234,-0.346282,-0.988861,1.275755
beta_loc_181_pop_0,3.053930,3.007562,-2.255888,6.835826
beta_loc_182_pop_0,2.155371,3.029798,-3.553823,6.140498
beta_loc_183_pop_0,1.849543,1.598907,-0.557105,6.307716
beta_loc_184_pop_0,1.396976,1.266590,-0.795386,3.776809
beta_loc_185_pop_0,6.292305,5.060582,0.452415,15.263879
beta_loc_186_pop_0,-3.077429,-4.017218,-7.339638,1.920080
beta_loc_187_pop_0,3.958828,4.505056,-0.278392,8.810310
beta_loc_188_pop_0,1.303047,1.330209,-1.722561,4.966652
beta_loc_189_pop_0,-7.099400,-7.022308,-11.969168,-3.448746
beta_loc_190_pop_0,-2.850204,-2.992545,-5.654315,0.806580
beta_loc_191_pop_0,0.943177,0.746751,-0.856132,3.243351
beta_loc_192_pop_0,9.324961,9.260362,3.784864,15.899442
beta_loc_193_pop_0,2.211090,2.043590,-0.972298,5.927038
beta_loc_194_pop_0,-0.327214,-1.293884,-6.769378,5.637022
beta_loc_195_pop_0,3.604030,3.318345,-0.274216,8.426694
beta_loc_196_pop_0,4.213844,4.340684,-1.196303,8.558905
beta_loc_197_pop_0,0.964452,0.964045,-0.985246,3.429803
beta_loc_198_pop_0,1.933890,1.680146,-0.781525,5.337539
beta_loc_199_pop_0,-2.392405,-2.585745,-6.431868,3.347904
beta_loc_200_pop_0,1.668127,1.695866,-0.980747,4.328249
beta_loc_201_pop_0,1.326787,1.214004,-0.957860,3.580907
beta_loc_202_pop_0,2.397654,2.397361,-0.556401,5.422321
beta_loc_203_pop_0,2.371614,2.331222,-0.359092,4.952058
beta_loc_204_pop_0,2.410561,2.128496,-0.732878,6.210698
beta_loc_205_pop_0,2.567610,2.619943,0.146838,5.420559
beta_loc_206_pop_0,2.647848,2.358320,-0.341033,7.067650
beta_loc_207_pop_0,2.354050,2.367758,-0.865387,4.903810
beta_loc_208_pop_0,2.326796,2.082305,-0.115339,5.270172
beta_loc_209_pop_0,2.064866,1.900037,-0.046577,4.643257
beta_loc_210_pop_0,2.006199,1.851445,-0.987115,5.690489
beta_loc_211_pop_0,2.752166,2.814282,0.306380,5.114226
beta_loc_212_pop_0,3.851298,3.661070,0.542877,7.688722
beta_loc_213_pop_0,1.552427,1.669333,-0.994203,4.518425
beta_loc_214_pop_0,2.455431,2.321215,0.122369,5.566438
beta_loc_215_pop_0,4.288120,4.269665,-0.426020,8.155703
beta_loc_216_pop_0,3.447829,3.174679,-0.992804,8.169989
beta_loc_217_pop_0,1.583286,1.402243,-0.564599,4.182500
beta_loc_218_pop_0,1.891470,1.795706,-0.180823,4.140467
beta_loc_219_pop_0,1.715223,1.480079,0.012959,4.837575
beta_loc_220_pop_0,3.465418,3.577079,0.873835,6.246759
beta_loc_221_pop_0,2.792822,2.778378,-0.409717,7.721072
beta_loc_222_pop_0,-5.503322,-5.353610,-9.383707,-1.552214
beta_loc_223_pop_0,2.155480,2.094897,-0.250927,5.147136
beta_loc_224_pop_0,3.135688,2.705750,0.543518,7.828349
beta_loc_225_pop_0,1.633252,1.571881,-0.739670,4.850209
beta_loc_226_pop_0,3.037554,3.151927,0.314181,5.989914
beta_loc_227_pop_0,2.765528,2.730061,-0.536751,6.236166
beta_loc_228_pop_0,1.672865,1.568289,-0.510904,4.952110
beta_loc_229_pop_0,1.667456,1.553358,0.372289,4.227716
beta_loc_230_pop_0,2.011944,1.943382,-0.936670,5.559563
beta_loc_231_pop_0,2.042979,1.850620,0.112122,5.186383
beta_loc_232_pop_0,0.474719,0.300936,-0.995556,3.860425
beta_loc_233_pop_0,0.856878,0.447723,-0.999219,4.971673
beta_loc_234_pop_0,1.964788,1.970281,-0.252129,4.549683
beta_loc_235_pop_0,2.050048,1.932476,-0.378186,5.918572
beta_loc_236_pop_0,1.766755,2.104056,-4.162790,4.793595
beta_loc_237_pop_0,2.214824,1.979906,-0.117641,5.448201
beta_loc_238_pop_0,0.751740,0.703133,-0.826246,2.718967
beta_loc_239_pop_0,3.650105,3.628038,0.530855,7.030998
beta_loc_240_pop_0,-0.010430,1.175846,-6.414595,5.175810
beta_loc_241_pop_0,0.919474,0.619292,-0.823119,4.317818
beta_loc_242_pop_0,6.277834,6.268298,1.837278,10.615609
beta_loc_243_pop_0,-4.391442,-4.348099,-8.538792,0.629303
beta_loc_244_pop_0,-4.439613,-4.415474,-6.806565,-2.562880
beta_loc_245_pop_0,1.784794,1.602094,0.078011,4.895128
beta_loc_246_pop_0,-2.434765,-2.416443,-5.180816,-0.114532
beta_loc_247_pop_0,-0.193196,0.105795,-3.991223,2.010623
beta_loc_248_pop_0,3.958123,4.191534,-0.904724,8.213026
beta_loc_249_pop_0,9.273359,7.718835,1.332565,21.569536
beta_loc_250_pop_0,0.619462,0.619035,-0.997837,2.243777
beta_loc_251_pop_0,1.007713,0.921259,-0.958641,4.414463
beta_loc_252_pop_0,1.397307,1.490701,-0.967237,3.529968
beta_loc_253_pop_0,0.878830,0.903621,-0.997635,3.350381
beta_loc_254_pop_0,4.401664,4.494982,0.672143,7.526108
beta_loc_255_pop_0,1.308546,1.252333,-0.211801,3.293806
beta_loc_256_pop_0,6.686214,6.580554,1.221045,11.656141
beta_loc_257_pop_0,1.640128,1.560026,-0.989875,4.051139
beta_loc_258_pop_0,0.871072,0.667742,-0.977373,4.252054
beta_loc_259_pop_0,2.935667,2.981090,-0.473849,6.000934
beta_loc_260_pop_0,-4.524041,-4.420353,-7.508169,-0.966056
beta_loc_261_pop_0,1.219866,0.783495,-0.997721,5.230282
beta_loc_262_pop_0,2.472330,2.755270,-0.996868,5.323064
beta_loc_263_pop_0,2.282482,2.190919,-0.166927,5.311181
beta_loc_264_pop_0,1.814112,1.779728,0.071728,4.309307
beta_loc_265_pop_0,1.285501,1.231750,-0.300632,3.023270
beta_loc_266_pop_0,1.045990,0.954925,-0.717264,3.053497
beta_loc_267_pop_0,-0.447770,-1.932243,-5.229083,6.591491
beta_loc_268_pop_0,-1.743105,-2.227446,-5.990172,3.837544
beta_loc_269_pop_0,2.216864,2.002669,-0.851133,5.753245
beta_loc_270_pop_0,0.909969,0.800290,-0.698752,3.009572
beta_loc_271_pop_0,0.166410,0.214857,-0.979844,1.652996
beta_loc_272_pop_0,1.584957,1.523255,-0.967100,4.356026
beta_loc_273_pop_0,1.636664,1.390211,-0.116050,5.274587
beta_loc_274_pop_0,1.491582,1.356683,0.113776,4.689316
beta_loc_275_pop_0,1.688175,1.650013,-0.985250,4.245921
beta_loc_276_pop_0,1.312967,0.942001,-0.932909,4.665697
beta_loc_277_pop_0,2.005761,1.726722,-0.261681,4.767316
beta_loc_278_pop_0,1.932484,1.743711,-0.127259,4.494503
beta_loc_279_pop_0,1.817063,1.982578,-0.981856,4.643694
beta_loc_280_pop_0,1.248270,1.127436,-0.991903,4.971789
beta_loc_281_pop_0,2.037864,1.938025,0.188754,4.490964
beta_loc_282_pop_0,4.687166,4.757891,0.782208,7.883066
beta_loc_283_pop_0,2.880072,2.498934,0.307018,7.866567
beta_loc_284_pop_0,2.019061,1.959181,0.152199,4.220219
beta_loc_285_pop_0,0.988789,0.847254,-3.212448,4.058944
beta_loc_286_pop_0,1.893720,1.810482,0.394192,3.678038
beta_loc_287_pop_0,1.918735,2.459737,-3.344314,6.160485
beta_loc_288_pop_0,1.026787,0.660921,-0.988662,4.604441
beta_loc_289_pop_0,2.746527,2.155703,-0.953806,7.591342
beta_loc_290_pop_0,1.864310,1.954502,-0.291813,4.062091
beta_loc_291_pop_0,2.011887,1.966523,-0.721579,4.860722
beta_loc_292_pop_0,2.187928,2.031582,-0.645190,6.123953
beta_loc_293_pop_0,2.210850,1.846865,-0.712688,6.553356
beta_loc_294_pop_0,1.638099,1.575090,0.270472,3.926670
beta_loc_295_pop_0,-0.006311,-0.013206,-0.998442,2.202608
beta_loc_296_pop_0,1.725868,1.651579,0.350916,4.002394
beta_loc_297_pop_0,1.446649,1.386357,-0.051183,3.210963
beta_loc_298_pop_0,5.565123,5.723461,0.240791,10.845289
beta_loc_299_pop_0,0.612797,0.491950,-0.994334,3.539084
beta_loc_300_pop_0,5.424068,4.926425,1.391095,9.674138
beta_loc_301_pop_0,-3.278300,-2.855583,-10.506401,1.921485
beta_loc_302_pop_0,1.761722,1.533207,-0.038915,4.613789
beta_loc_303_pop_0,1.611365,1.515658,-0.350873,3.770966
beta_loc_304_pop_0,3.712109,3.823521,0.147875,8.338376
beta_loc_305_pop_0,2.123408,2.052945,0.264301,4.746223
beta_loc_306_pop_0,1.622170,1.674144,-0.968852,3.894121
beta_loc_307_pop_0,2.947513,2.950555,-0.810701,6.699804
beta_loc_308_pop_0,1.814878,1.628465,0.269635,4.520532
beta_loc_309_pop_0,1.479273,1.434854,0.082185,3.033523
beta_loc_310_pop_0,1.722285,1.704399,-0.148383,3.514286
beta_loc_311_pop_0,1.831115,1.710878,0.117566,4.352337
beta_loc_312_pop_0,1.739817,1.649904,0.149389,3.910314
beta_loc_313_pop_0,0.958899,0.832612,-0.760423,3.369977
beta_loc_314_pop_0,0.309708,0.306951,-4.921105,3.954227
beta_loc_315_pop_0,2.168622,2.138146,-0.532725,5.900533
beta_loc_316_pop_0,1.743829,1.638719,0.172333,3.627796
beta_loc_317_pop_0,2.306597,2.165992,0.452182,5.800150
beta_loc_318_pop_0,2.457987,2.362702,-0.621035,5.304135
beta_loc_319_pop_0,1.893505,1.827208,0.172617,3.940577
beta_loc_320_pop_0,1.738295,1.618263,-0.023493,4.020533
beta_loc_321_pop_0,1.833869,1.664365,-0.988873,5.306815
beta_loc_322_pop_0,4.424467,4.339820,0.912768,8.377445
beta_loc_323_pop_0,1.828034,1.895608,0.272542,3.390969
beta_loc_324_pop_0,1.391926,1.229191,-0.963323,4.187488
beta_loc_325_pop_0,1.983406,2.402176,-2.913600,5.018990
beta_loc_326_pop_0,1.030210,0.875933,-0.671221,3.318199
beta_loc_327_pop_0,1.916471,1.768588,-1.504649,5.862749
beta_loc_328_pop_0,-0.502046,-0.088142,-4.591180,2.627995
beta_loc_329_pop_0,1.510435,1.437798,-2.133375,4.896693
beta_loc_330_pop_0,3.669128,3.789920,-0.434142,7.344085
beta_loc_331_pop_0,1.808772,1.790003,0.108911,3.995527
beta_loc_332_pop_0,-2.927520,-3.255137,-6.692557,1.407871
beta_loc_333_pop_0,3.400603,3.443931,-0.185778,7.048041
beta_loc_334_pop_0,1.501342,1.315480,-0.060477,4.414468
beta_loc_335_pop_0,1.848217,1.706277,-0.000495,4.531222
beta_loc_336_pop_0,-4.465733,-4.419638,-7.410537,-1.026711
beta_loc_337_pop_0,-2.818963,-3.053834,-7.337308,2.431199
beta_loc_338_pop_0,1.166538,1.276681,-1.574107,3.960753
beta_loc_339_pop_0,-4.920730,-4.741681,-7.985709,-1.831401
beta_loc_340_pop_0,-4.590613,-4.462789,-8.471695,-2.222838
beta_loc_341_pop_0,-3.043179,-2.948037,-6.096582,0.115827
beta_loc_342_pop_0,-3.090029,-3.322467,-5.785775,1.879698
beta_loc_343_pop_0,-5.152815,-5.159001,-7.958451,-2.882220
beta_loc_344_pop_0,-4.469431,-4.405098,-7.167399,-2.386406
beta_loc_345_pop_0,-2.503387,-2.371999,-5.167801,-0.073553
beta_loc_346_pop_0,-0.325238,-0.307621,-4.703944,4.901891
beta_loc_347_pop_0,-1.664046,-1.020051,-5.904586,0.893733
beta_loc_348_pop_0,-1.121233,-1.983462,-6.961611,3.945770
beta_loc_349_pop_0,-1.155778,-0.653212,-7.171474,3.016735
beta_loc_350_pop_0,2.699084,2.450603,-0.176706,7.697534
beta_loc_351_pop_0,-1.417777,-1.540734,-4.614277,1.963063
beta_loc_352_pop_0,2.701871,1.911311,-2.104904,8.482746
beta_loc_353_pop_0,1.817066,1.653831,-1.211964,5.723780
beta_loc_354_pop_0,5.463449,5.845035,1.433659,9.285082
beta_loc_355_pop_0,3.733495,4.477093,-1.398019,8.825292
beta_loc_356_pop_0,2.767094,2.624664,-0.817077,8.450985
beta_loc_357_pop_0,2.412304,1.861509,-0.417412,6.877855
beta_loc_358_pop_0,5.478244,6.581258,-0.024629,9.330368
beta_loc_359_pop_0,0.906257,0.814481,-1.362059,4.785870
beta_loc_360_pop_0,1.862436,1.977088,-1.249161,5.881759
beta_loc_361_pop_0,2.641611,2.618405,-0.470420,6.173120
beta_loc_362_pop_0,3.415279,3.858686,-1.637700,9.226849
beta_loc_363_pop_0,3.175058,3.728725,-1.045654,9.456724
beta_loc_364_pop_0,-4.252661,-4.453135,-6.665717,-1.394514
beta_loc_365_pop_0,4.448596,4.613284,0.089894,9.256005
beta_loc_366_pop_0,-4.862156,-4.819985,-8.211157,-1.624816
beta_loc_367_pop_0,1.828733,1.721084,-0.933398,5.564218
beta_loc_368_pop_0,-1.586136,-1.242807,-6.727718,2.579907
beta_loc_369_pop_0,0.875209,1.358957,-8.221137,7.362993
beta_loc_370_pop_0,-0.987464,0.113947,-10.577467,6.226516
beta_loc_371_pop_0,4.201782,4.027069,1.263422,7.628634
beta_loc_372_pop_0,-2.777803,-3.023194,-7.899636,2.141916
beta_loc_373_pop_0,2.983264,2.249118,-0.983081,8.333519
beta_loc_374_pop_0,-7.260131,-7.508584,-11.858773,0.669694
beta_loc_375_pop_0,2.423265,2.677022,-1.904288,6.136291
beta_loc_376_pop_0,-2.490274,-2.861066,-6.223904,2.015072
beta_loc_377_pop_0,0.278448,0.469564,-3.901658,3.236296
beta_loc_378_pop_0,-0.599293,-0.347301,-4.941269,3.092642
beta_loc_379_pop_0,1.487174,1.461106,-0.978711,3.863570
beta_loc_380_pop_0,-3.696926,-3.905692,-5.953605,-1.152118
beta_loc_381_pop_0,-4.352727,-4.342277,-8.597709,0.374248
beta_loc_382_pop_0,-0.088569,-0.014690,-3.251757,2.180964
beta_loc_383_pop_0,0.906226,0.730712,-0.997006,4.509292
beta_loc_384_pop_0,-0.359206,-0.252435,-5.131759,4.803404
beta_loc_385_pop_0,1.801981,1.622423,-0.965498,5.104285
beta_loc_386_pop_0,-1.315089,-1.151228,-4.953489,1.757227
beta_loc_387_pop_0,4.010301,3.922847,-1.193816,8.257926
beta_loc_388_pop_0,3.868099,4.257175,-1.473869,8.652912
beta_loc_389_pop_0,2.771277,3.283114,-1.390998,6.970838
beta_loc_390_pop_0,3.543438,2.603742,-2.787422,9.669769
beta_loc_391_pop_0,4.883331,5.623357,-0.121902,8.394045
beta_loc_392_pop_0,5.575050,6.186687,1.010962,10.713033
beta_loc_393_pop_0,5.261702,5.307217,0.723680,10.616176
beta_loc_394_pop_0,-4.026570,-4.234275,-7.009423,1.087951
beta_loc_395_pop_0,-2.754401,-2.846907,-5.582467,0.176096
beta_loc_396_pop_0,-3.486784,-3.397236,-5.691498,-1.395342
beta_loc_397_pop_0,-3.714430,-3.801495,-6.850520,-0.869453
beta_loc_398_pop_0,0.744921,0.786688,-0.985707,3.399282
beta_loc_399_pop_0,1.940680,2.175468,-0.999437,5.778955
beta_loc_400_pop_0,1.192741,0.956524,-0.989034,4.835280
beta_loc_401_pop_0,-2.675539,-2.648738,-6.842545,1.914634
