param,mean,median,1.000_CI_LB,1.000_CI_UB
alpha_loc_29_pop_0,1.006123,1.123884,-0.985272,2.317197
alpha_loc_30_pop_0,-0.208366,-0.244703,-2.192506,1.951847
alpha_loc_31_pop_0,0.285221,0.169982,-1.158852,2.146180
alpha_loc_32_pop_0,-0.207361,-0.348787,-2.589145,2.128847
alpha_loc_33_pop_0,0.521092,0.537323,-1.672535,3.354383
alpha_loc_34_pop_0,0.211224,0.199637,-1.901409,2.351432
alpha_loc_35_pop_0,0.307772,0.298357,-0.947300,2.250584
alpha_loc_36_pop_0,0.222129,0.182183,-0.915748,2.004018
alpha_loc_37_pop_0,-0.099298,-0.208197,-2.510950,3.027507
alpha_loc_38_pop_0,0.442638,0.365364,-1.818374,3.331519
alpha_loc_39_pop_0,0.571471,0.385307,-0.823314,2.876628
alpha_loc_40_pop_0,0.406877,0.441866,-1.562093,1.753243
alpha_loc_41_pop_0,-1.104871,-1.108056,-2.476359,0.228082
alpha_loc_42_pop_0,-0.873854,-0.867651,-2.792619,1.024871
alpha_loc_43_pop_0,-0.746162,-0.751995,-2.128127,0.563835
alpha_loc_44_pop_0,-0.533692,-0.455995,-2.348623,1.146151
alpha_loc_45_pop_0,-0.089861,-0.085779,-0.520886,0.280333
alpha_loc_46_pop_0,0.124991,-0.030656,-2.135091,2.593768
alpha_loc_47_pop_0,-0.881739,-1.029031,-3.458816,2.201833
alpha_loc_48_pop_0,-1.148066,-1.072575,-2.937200,0.348038
alpha_loc_49_pop_0,-0.612401,-0.587609,-3.684824,1.354625
alpha_loc_50_pop_0,-1.244111,-1.139209,-3.501119,0.535155
alpha_loc_51_pop_0,-0.875137,-0.975235,-2.433748,0.672015
alpha_loc_52_pop_0,1.225569,1.619000,-2.274216,4.098758
alpha_loc_53_pop_0,0.155138,0.024712,-2.273369,2.915808
alpha_loc_54_pop_0,0.571443,0.570427,-0.859147,2.216683
alpha_loc_55_pop_0,0.424580,0.248172,-1.249968,2.668948
alpha_loc_56_pop_0,-0.668573,-0.624765,-2.546443,0.912589
alpha_loc_57_pop_0,-1.792230,-1.874875,-3.908253,-0.142591
alpha_loc_58_pop_0,-0.617554,-0.535957,-3.471459,1.994972
alpha_loc_59_pop_0,-1.209799,-1.135431,-3.192705,0.629999
alpha_loc_60_pop_0,0.117923,0.079144,-1.764045,3.170843
alpha_loc_61_pop_0,0.804334,0.837238,-0.674105,2.332285
alpha_loc_62_pop_0,-1.703240,-1.552084,-4.994442,0.613691
alpha_loc_63_pop_0,1.356555,1.191380,-0.367967,4.673423
alpha_loc_64_pop_0,-1.751177,-1.759313,-4.039414,0.558964
alpha_loc_65_pop_0,2.220899,2.122625,0.774305,4.553299
alpha_loc_66_pop_0,1.050852,1.187405,-0.980774,2.989633
alpha_loc_67_pop_0,-0.191971,-0.153044,-1.468582,0.765575
alpha_loc_68_pop_0,-0.396221,-0.195737,-2.613292,1.224045
alpha_loc_69_pop_0,-0.505040,-0.507396,-2.068756,1.091844
alpha_loc_70_pop_0,-1.060381,-1.063096,-2.398895,0.285609
alpha_loc_71_pop_0,0.676780,0.616471,0.012377,2.104171
alpha_loc_72_pop_0,0.514334,0.392984,-0.649698,2.751467
alpha_loc_73_pop_0,0.692926,0.675755,-0.955821,2.595807
alpha_loc_74_pop_0,0.765641,0.834137,-1.996660,3.338735
alpha_loc_75_pop_0,0.063587,0.022726,-1.755473,1.974647
alpha_loc_76_pop_0,1.900522,1.932733,0.859103,2.738319
alpha_loc_77_pop_0,1.867581,1.861248,0.761491,3.231507
alpha_loc_78_pop_0,0.511973,0.484101,-0.301790,1.503824
alpha_loc_79_pop_0,-0.424920,-0.025899,-3.724326,2.787091
alpha_loc_80_pop_0,-1.161183,-1.202676,-3.142450,1.567930
alpha_loc_81_pop_0,-0.559385,-0.315255,-3.376831,0.826901
alpha_loc_82_pop_0,-1.364752,-1.304165,-3.379785,0.207195
alpha_loc_83_pop_0,-0.980014,-0.997678,-2.825399,0.819232
alpha_loc_84_pop_0,0.943301,0.837487,-0.368685,2.480738
alpha_loc_85_pop_0,0.289742,0.242252,-0.946886,2.189968
alpha_loc_86_pop_0,0.319419,0.261554,-1.269438,2.466522
alpha_loc_87_pop_0,1.630899,1.542395,0.220863,3.665621
alpha_loc_88_pop_0,0.419845,0.290462,-0.837855,2.968024
alpha_loc_89_pop_0,-0.232260,0.077397,-4.067557,2.369851
alpha_loc_90_pop_0,0.974814,0.731807,-0.513541,3.346135
alpha_loc_91_pop_0,1.573036,1.481240,0.062148,3.854014
alpha_loc_92_pop_0,1.292993,1.272501,0.194951,2.256530
alpha_loc_93_pop_0,0.948938,0.752195,-0.211618,2.880875
alpha_loc_94_pop_0,-0.502905,-0.669335,-3.199591,2.107064
alpha_loc_95_pop_0,0.620598,0.712557,-1.939335,2.535513
alpha_loc_96_pop_0,0.717431,0.660362,-1.087399,2.719745
alpha_loc_97_pop_0,0.214626,0.216094,-0.537262,0.735178
alpha_loc_98_pop_0,0.631618,0.632126,-0.270881,1.822587
alpha_loc_99_pop_0,0.098973,0.449152,-2.948734,2.362916
alpha_loc_100_pop_0,0.285038,0.285706,-0.224736,0.730753
alpha_loc_101_pop_0,-0.902013,-0.890328,-3.594779,1.058556
alpha_loc_102_pop_0,0.009320,0.011367,-0.438369,0.469299
alpha_loc_103_pop_0,-0.422329,-0.235375,-2.210017,0.290189
alpha_loc_104_pop_0,0.285066,0.286488,-0.313500,0.755675
alpha_loc_105_pop_0,0.139180,0.147721,-0.451154,0.708334
alpha_loc_106_pop_0,-0.246428,-0.267087,-1.115218,0.712217
alpha_loc_107_pop_0,0.968297,0.949244,0.166692,1.942739
alpha_loc_108_pop_0,1.127084,1.111657,0.464264,1.838854
alpha_loc_109_pop_0,0.230618,0.236643,-0.349109,0.713918
alpha_loc_110_pop_0,1.088205,1.085301,-0.107976,2.269533
alpha_loc_111_pop_0,0.244799,0.238926,-0.415943,0.952201
alpha_loc_112_pop_0,-0.100924,-0.066202,-1.708109,0.951189
alpha_loc_113_pop_0,0.053281,0.048601,-0.748181,0.831179
alpha_loc_114_pop_0,0.199669,0.201312,-0.317464,0.751002
alpha_loc_115_pop_0,0.385871,0.738231,-2.370593,2.486165
alpha_loc_116_pop_0,0.551681,0.534602,-1.466067,2.963990
alpha_loc_117_pop_0,1.105782,1.579655,-2.098326,2.898027
alpha_loc_118_pop_0,-1.664871,-1.646522,-4.496031,0.417614
alpha_loc_119_pop_0,0.015015,-0.011882,-0.524840,1.361905
alpha_loc_120_pop_0,2.049458,2.088928,0.098757,2.841321
alpha_loc_121_pop_0,-1.816402,-1.933183,-4.418211,0.904935
alpha_loc_122_pop_0,0.118811,0.113428,-0.255683,0.510177
alpha_loc_123_pop_0,-1.321372,-1.386054,-2.843754,1.219242
alpha_loc_124_pop_0,-0.210892,-0.776406,-3.101350,3.049828
alpha_loc_125_pop_0,2.193462,2.143128,0.281765,4.471818
alpha_loc_126_pop_0,0.070821,0.066273,-0.754104,0.941514
alpha_loc_127_pop_0,0.422666,0.344063,-1.016022,2.113405
alpha_loc_128_pop_0,0.315557,0.311542,-0.104366,0.812053
alpha_loc_129_pop_0,0.451586,0.263070,-0.908285,2.949624
alpha_loc_130_pop_0,0.273551,0.284797,-0.317842,0.817848
alpha_loc_131_pop_0,0.651324,1.092696,-2.689021,2.546985
alpha_loc_132_pop_0,0.107121,0.115317,-0.488237,0.827057
alpha_loc_133_pop_0,-0.385748,-0.372869,-1.775531,0.654655
alpha_loc_134_pop_0,0.192755,0.048075,-1.247518,1.391141
alpha_loc_135_pop_0,0.495029,0.479968,-0.583638,2.094456
alpha_loc_136_pop_0,0.494610,0.478111,-0.295126,1.435238
alpha_loc_137_pop_0,-0.334720,-0.361121,-1.109044,0.787894
alpha_loc_138_pop_0,0.232677,0.234963,-0.175396,0.587846
alpha_loc_139_pop_0,0.557447,0.561011,0.013409,1.115573
alpha_loc_140_pop_0,-0.143837,-0.132479,-1.382856,0.817824
alpha_loc_141_pop_0,0.277127,0.278554,-0.156517,0.646466
alpha_loc_142_pop_0,0.669071,0.590588,-0.169930,2.161666
alpha_loc_143_pop_0,0.531863,0.868013,-2.037656,1.924166
alpha_loc_144_pop_0,0.981526,0.791387,-0.282845,3.298669
alpha_loc_145_pop_0,0.035688,0.036629,-0.447173,0.464636
alpha_loc_146_pop_0,0.380728,0.397147,-0.800106,1.424354
alpha_loc_147_pop_0,0.161239,0.146166,-0.725576,1.257180
alpha_loc_148_pop_0,-0.328531,-0.975218,-2.978913,3.836943
alpha_loc_149_pop_0,0.066062,0.058169,-0.387277,0.566624
alpha_loc_150_pop_0,-0.045421,-0.191862,-0.932947,2.317305
alpha_loc_151_pop_0,-0.758098,-0.591792,-2.982914,0.915764
alpha_loc_152_pop_0,-0.095415,0.203908,-3.296318,1.567498
alpha_loc_153_pop_0,0.006362,-0.000456,-0.501966,0.579761
alpha_loc_154_pop_0,-0.077856,-0.079294,-0.643222,0.476712
alpha_loc_155_pop_0,0.456423,0.408940,-0.619587,1.904983
alpha_loc_156_pop_0,-0.131829,-0.127860,-0.546519,0.277084
alpha_loc_157_pop_0,-0.320609,-0.314165,-0.892156,0.274489
alpha_loc_158_pop_0,0.169598,0.152345,-0.683722,1.295046
alpha_loc_159_pop_0,0.258828,0.124002,-0.590631,2.580011
alpha_loc_160_pop_0,-0.031393,-0.160308,-1.071568,2.167825
alpha_loc_161_pop_0,-0.122882,-0.149702,-0.851783,0.767430
alpha_loc_162_pop_0,1.421793,1.691938,-0.763497,4.024309
alpha_loc_163_pop_0,0.150682,0.159300,-0.389522,0.663286
alpha_loc_164_pop_0,0.302519,0.431040,-2.837639,2.124564
alpha_loc_165_pop_0,0.044233,0.047760,-0.306397,0.382839
alpha_loc_166_pop_0,0.304910,0.300619,-0.254027,0.871779
alpha_loc_167_pop_0,-0.141476,-0.145901,-0.656375,0.466607
alpha_loc_168_pop_0,0.088022,0.088113,-0.405454,0.476652
alpha_loc_169_pop_0,0.032478,0.031148,-0.397991,0.378758
alpha_loc_170_pop_0,0.270986,0.238859,-0.565265,1.527579
alpha_loc_171_pop_0,-0.051549,-0.061026,-0.688733,0.558022
alpha_loc_172_pop_0,-0.029581,0.003077,-1.001083,1.168647
alpha_loc_173_pop_0,-1.256277,-0.906162,-4.102307,0.168008
alpha_loc_174_pop_0,-1.315351,-1.327599,-3.001889,0.472933
alpha_loc_175_pop_0,-0.021516,0.034918,-1.857921,1.730114
alpha_loc_176_pop_0,0.761070,0.755449,-0.634460,2.394560
alpha_loc_177_pop_0,1.510947,1.425564,-0.360354,4.012566
alpha_loc_178_pop_0,-0.025829,-0.026160,-0.456618,0.396472
alpha_loc_179_pop_0,0.417718,0.414579,-0.057587,0.871943
alpha_loc_180_pop_0,0.482988,0.476893,0.043282,1.554917
alpha_loc_181_pop_0,-0.336817,-0.141749,-2.847120,1.867064
alpha_loc_182_pop_0,0.819317,0.859064,-0.874038,2.540199
alpha_loc_183_pop_0,0.016374,0.015479,-0.397301,0.493836
alpha_loc_184_pop_0,0.424896,0.439867,-0.143913,0.834686
alpha_loc_185_pop_0,0.061061,0.097881,-1.005228,0.930822
alpha_loc_186_pop_0,-0.940634,-0.633894,-4.426206,0.851765
alpha_loc_187_pop_0,0.050566,0.048788,-0.322823,0.476814
alpha_loc_188_pop_0,-0.883433,-0.931643,-2.670382,0.811741
alpha_loc_189_pop_0,-2.109781,-2.096813,-4.236477,-0.219670
alpha_loc_190_pop_0,0.096371,0.090725,-0.364858,0.544438
alpha_loc_191_pop_0,0.176076,0.182504,-0.194216,0.522321
alpha_loc_192_pop_0,0.746184,0.713793,-0.041131,1.800760
alpha_loc_193_pop_0,-0.049219,-0.052552,-0.685648,0.526752
alpha_loc_194_pop_0,0.456781,0.459546,-0.339397,1.038050
alpha_loc_195_pop_0,-0.240217,-0.241950,-0.956365,0.438214
alpha_loc_196_pop_0,1.122409,1.063428,-0.171939,2.727639
alpha_loc_197_pop_0,-1.499107,-1.480665,-3.334564,0.143356
alpha_loc_198_pop_0,0.084866,0.079984,-0.768560,0.848692
alpha_loc_199_pop_0,1.087250,1.154963,-0.975956,4.270601
alpha_loc_200_pop_0,-0.063981,-0.051334,-1.344571,0.880338
alpha_loc_201_pop_0,0.227817,0.230459,-0.212750,0.730522
alpha_loc_202_pop_0,-0.254507,-0.212331,-1.514813,0.514733
alpha_loc_203_pop_0,0.065962,0.073788,-0.453531,0.549435
alpha_loc_204_pop_0,0.161835,0.275190,-1.700274,1.545058
alpha_loc_205_pop_0,-0.097764,-0.099719,-0.511109,0.369103
alpha_loc_206_pop_0,0.317012,0.323199,-0.349175,1.321861
alpha_loc_207_pop_0,0.508808,0.537399,-0.407087,1.539828
alpha_loc_208_pop_0,0.266447,0.288367,-0.496429,0.819078
alpha_loc_209_pop_0,0.092250,0.090666,-0.360917,0.485640
alpha_loc_210_pop_0,0.203624,0.254502,-1.264095,1.464066
alpha_loc_211_pop_0,-0.265968,-0.265602,-0.607910,0.101544
alpha_loc_212_pop_0,-0.077270,-0.060298,-0.775309,0.483078
alpha_loc_213_pop_0,-0.043664,-0.039619,-0.507018,0.430641
alpha_loc_214_pop_0,0.128286,0.126605,-0.419396,0.637289
alpha_loc_215_pop_0,-0.245807,-0.154676,-1.754301,0.692282
alpha_loc_216_pop_0,-0.154017,-0.107709,-1.779147,0.505807
alpha_loc_217_pop_0,-0.098039,-0.100895,-0.565749,0.385540
alpha_loc_218_pop_0,0.043289,0.040599,-0.339181,0.409322
alpha_loc_219_pop_0,-0.107730,-0.106143,-0.506405,0.294317
alpha_loc_220_pop_0,-0.178350,-0.187242,-0.671808,0.405725
alpha_loc_221_pop_0,0.025439,0.017793,-0.457284,0.612260
alpha_loc_222_pop_0,-1.981260,-2.035888,-4.172969,0.833196
alpha_loc_223_pop_0,0.225888,0.222432,-0.415339,0.776936
alpha_loc_224_pop_0,-0.311343,-0.328607,-0.752210,0.338005
alpha_loc_225_pop_0,-0.395112,-0.400972,-0.684084,-0.006979
alpha_loc_226_pop_0,0.126507,0.141871,-0.357083,0.599882
alpha_loc_227_pop_0,-0.204079,-0.230261,-0.932931,0.622783
alpha_loc_228_pop_0,-0.201305,-0.201601,-0.605281,0.348497
alpha_loc_229_pop_0,0.020792,0.021228,-0.347286,0.353682
alpha_loc_230_pop_0,0.232012,0.221639,-0.387029,0.921328
alpha_loc_231_pop_0,0.215552,0.206772,-0.320921,0.884533
alpha_loc_232_pop_0,0.150889,0.146029,-0.336019,0.729869
alpha_loc_233_pop_0,-1.028507,-1.010374,-2.403608,-0.003367
alpha_loc_234_pop_0,-0.158287,-0.169216,-0.585102,0.389830
alpha_loc_235_pop_0,0.066049,0.065657,-0.384791,0.674292
alpha_loc_236_pop_0,0.119548,0.127793,-0.374928,0.474402
alpha_loc_237_pop_0,0.007390,-0.004216,-0.482440,0.892145
alpha_loc_238_pop_0,-0.272077,-0.276212,-0.613006,0.193807
alpha_loc_239_pop_0,0.094867,0.081948,-1.265020,2.287536
alpha_loc_240_pop_0,0.187323,0.178714,-0.494256,0.990987
alpha_loc_241_pop_0,0.031504,0.029225,-0.363914,0.502759
alpha_loc_242_pop_0,0.101263,0.099475,-0.840975,0.755874
alpha_loc_243_pop_0,1.271668,1.245899,0.068428,2.618207
alpha_loc_244_pop_0,1.345775,1.329788,0.507204,2.152694
alpha_loc_245_pop_0,-0.197652,-0.189673,-0.738702,0.238425
alpha_loc_246_pop_0,0.669147,0.742554,-1.593561,2.328794
alpha_loc_247_pop_0,0.108175,0.113270,-0.447692,0.554114
alpha_loc_248_pop_0,-0.312064,-0.311699,-1.793480,0.359832
alpha_loc_249_pop_0,-0.025671,0.027820,-1.783234,1.044436
alpha_loc_250_pop_0,-0.228740,-0.237921,-0.776032,0.668491
alpha_loc_251_pop_0,0.015086,0.012250,-0.332252,0.378831
alpha_loc_252_pop_0,-0.358352,-0.368704,-0.828321,0.632647
alpha_loc_253_pop_0,-0.214856,-0.208580,-0.948566,0.614766
alpha_loc_254_pop_0,0.090196,0.086232,-0.482598,0.735467
alpha_loc_255_pop_0,-0.042926,-0.040192,-0.440738,0.332850
alpha_loc_256_pop_0,-1.097463,-1.272898,-3.420257,0.866500
alpha_loc_257_pop_0,0.121846,0.116264,-0.481951,0.679934
alpha_loc_258_pop_0,-0.222463,-0.309738,-0.968612,1.245071
alpha_loc_259_pop_0,0.200025,0.194949,-0.402290,0.788581
alpha_loc_260_pop_0,0.857102,0.752618,-0.133221,2.372699
alpha_loc_261_pop_0,-0.025086,-0.039104,-0.422799,0.454376
alpha_loc_262_pop_0,-0.122779,-0.129721,-0.642000,0.423943
alpha_loc_263_pop_0,0.458402,0.223686,-0.561438,2.854214
alpha_loc_264_pop_0,0.056414,0.058292,-0.431880,0.360455
alpha_loc_265_pop_0,-0.217080,-0.212686,-0.508680,0.093898
alpha_loc_266_pop_0,0.067404,0.067104,-0.319138,0.453504
alpha_loc_267_pop_0,-1.313752,-1.262492,-3.378188,0.014227
alpha_loc_268_pop_0,0.682440,0.766129,-1.479182,2.590298
alpha_loc_269_pop_0,-0.003704,0.005397,-0.749093,0.683142
alpha_loc_270_pop_0,0.039053,0.044707,-0.345360,0.368932
alpha_loc_271_pop_0,1.159991,1.168327,0.457314,1.749091
alpha_loc_272_pop_0,0.417222,0.390660,-0.433117,1.423393
alpha_loc_273_pop_0,-0.017694,-0.018804,-0.348075,0.314256
alpha_loc_274_pop_0,0.039747,0.040145,-0.269915,0.353574
alpha_loc_275_pop_0,0.141293,0.142911,-0.385794,0.491922
alpha_loc_276_pop_0,-0.431276,-0.434513,-0.830225,0.098030
alpha_loc_277_pop_0,-0.091946,-0.091112,-0.686115,0.332904
alpha_loc_278_pop_0,-0.152908,-0.151516,-0.479557,0.156732
alpha_loc_279_pop_0,0.360403,0.355952,-0.576954,1.372710
alpha_loc_280_pop_0,-1.228306,-1.099947,-6.166201,1.774497
alpha_loc_281_pop_0,0.385291,0.385875,-0.117690,0.885874
alpha_loc_282_pop_0,-0.253387,-0.223661,-0.971142,0.444898
alpha_loc_283_pop_0,-0.042466,-0.043126,-0.453971,0.353668
alpha_loc_284_pop_0,0.157733,0.154666,-0.317344,0.629231
alpha_loc_285_pop_0,-0.273844,-0.278681,-0.700522,0.159225
alpha_loc_286_pop_0,0.104448,0.101418,-0.257653,0.514110
alpha_loc_287_pop_0,-1.335964,-1.282326,-3.542673,-0.379611
alpha_loc_288_pop_0,-0.559177,-0.709851,-3.014043,1.216002
alpha_loc_289_pop_0,-0.188506,-0.163488,-2.459932,1.456938
alpha_loc_290_pop_0,-0.155883,-0.158800,-0.436724,0.208930
alpha_loc_291_pop_0,0.067082,0.071559,-0.334576,0.432103
alpha_loc_292_pop_0,-0.287473,-0.285280,-0.738294,0.197790
alpha_loc_293_pop_0,-0.012951,-0.025483,-0.610469,0.718456
alpha_loc_294_pop_0,-0.018999,-0.014861,-0.400932,0.313680
alpha_loc_295_pop_0,0.067602,0.074494,-0.323812,0.360992
alpha_loc_296_pop_0,0.025418,0.025840,-0.298735,0.342710
alpha_loc_297_pop_0,-0.118075,-0.119294,-0.449068,0.190469
alpha_loc_298_pop_0,-1.774406,-1.755007,-3.930724,-0.124828
alpha_loc_299_pop_0,0.275436,0.277631,-0.115175,0.612462
alpha_loc_300_pop_0,0.049554,-0.024465,-0.853250,1.577538
alpha_loc_301_pop_0,0.158829,0.139887,-0.450176,0.884943
alpha_loc_302_pop_0,0.046107,0.045180,-0.343122,0.397835
alpha_loc_303_pop_0,-0.013638,-0.022763,-0.326038,0.314449
alpha_loc_304_pop_0,-0.103595,-0.090637,-0.756238,0.402525
alpha_loc_305_pop_0,-0.026811,-0.029570,-0.332327,0.305415
alpha_loc_306_pop_0,-0.058530,-0.080375,-1.080231,1.044547
alpha_loc_307_pop_0,0.044503,0.054088,-0.948047,0.984481
alpha_loc_308_pop_0,-0.023248,-0.022083,-0.336740,0.289633
alpha_loc_309_pop_0,0.000851,-0.000596,-0.312447,0.358382
alpha_loc_310_pop_0,0.027519,0.024848,-0.343460,0.381630
alpha_loc_311_pop_0,-0.042453,-0.046310,-0.341125,0.325843
alpha_loc_312_pop_0,0.000270,0.001708,-0.300267,0.321729
alpha_loc_313_pop_0,-0.005430,0.000155,-0.345678,0.317655
alpha_loc_314_pop_0,-0.051069,-0.073072,-1.368777,1.662863
alpha_loc_315_pop_0,0.162327,0.155942,-0.264343,0.662434
alpha_loc_316_pop_0,0.006326,0.009081,-0.304785,0.325455
alpha_loc_317_pop_0,0.136605,0.135919,-0.294901,0.523282
alpha_loc_318_pop_0,-0.003842,-0.002808,-0.293657,0.273303
alpha_loc_319_pop_0,-0.078075,-0.079207,-0.443865,0.237565
alpha_loc_320_pop_0,0.270479,0.275163,-0.223471,0.800194
alpha_loc_321_pop_0,0.053108,0.044753,-0.724752,1.138267
alpha_loc_322_pop_0,0.025528,0.024562,-0.583803,0.761068
alpha_loc_323_pop_0,-0.021684,-0.020964,-0.346600,0.288128
alpha_loc_324_pop_0,0.022613,0.011853,-0.366995,0.513657
alpha_loc_325_pop_0,-0.220181,-0.100392,-1.840031,0.752415
alpha_loc_326_pop_0,0.000602,-0.003704,-0.366438,0.430489
alpha_loc_327_pop_0,0.757581,0.722442,-0.530559,2.055286
alpha_loc_328_pop_0,0.215794,0.578092,-2.555626,2.144556
alpha_loc_329_pop_0,-0.573233,-0.605555,-1.369768,0.715284
alpha_loc_330_pop_0,-0.087359,-0.109527,-0.911684,0.788353
alpha_loc_331_pop_0,-0.161648,-0.162845,-0.498318,0.197092
alpha_loc_332_pop_0,-0.029021,-0.022344,-1.605496,1.547613
alpha_loc_333_pop_0,-0.387697,-0.404047,-1.559041,0.584571
alpha_loc_334_pop_0,-0.060505,-0.065998,-0.377068,0.285485
alpha_loc_335_pop_0,-0.395117,-0.400108,-0.655925,-0.090251
alpha_loc_336_pop_0,0.834265,0.796416,-0.803240,2.780199
alpha_loc_337_pop_0,0.779641,0.803148,-0.429329,3.014662
alpha_loc_338_pop_0,0.378685,0.335693,-1.036235,2.365755
alpha_loc_339_pop_0,0.856666,0.820820,-0.955154,2.882151
alpha_loc_340_pop_0,0.645695,0.647764,-0.518246,1.895155
alpha_loc_341_pop_0,-1.759379,-1.748358,-3.458413,-0.269675
alpha_loc_342_pop_0,-1.479161,-1.388791,-3.203082,-0.016839
alpha_loc_343_pop_0,0.469209,0.876556,-1.743227,1.915175
alpha_loc_344_pop_0,0.678513,0.891748,-1.850980,2.020517
alpha_loc_345_pop_0,-0.442083,-0.502161,-1.751362,0.931485
alpha_loc_346_pop_0,0.067801,0.032782,-0.897181,1.365815
alpha_loc_347_pop_0,-0.366872,-0.296400,-1.890866,0.534526
alpha_loc_348_pop_0,0.083786,0.146731,-2.053972,2.172034
alpha_loc_349_pop_0,-0.362732,-0.548045,-2.359689,1.813329
alpha_loc_350_pop_0,-0.183097,-0.312681,-2.040928,2.287830
alpha_loc_351_pop_0,-0.676959,-0.778812,-2.702028,1.611525
alpha_loc_352_pop_0,-0.784581,-0.733373,-2.576927,1.468627
alpha_loc_353_pop_0,-0.699293,-0.668268,-2.302280,0.772767
alpha_loc_354_pop_0,-0.195726,-0.191463,-1.491709,0.891584
alpha_loc_355_pop_0,-0.713171,-0.642067,-2.465530,0.852175
alpha_loc_356_pop_0,0.174840,-0.022630,-1.294329,2.708811
alpha_loc_357_pop_0,-0.177340,-0.080666,-2.362112,2.355617
alpha_loc_358_pop_0,-0.690075,-0.693397,-2.256129,0.638388
alpha_loc_359_pop_0,-0.492813,-0.390205,-2.987938,1.186020
alpha_loc_360_pop_0,-0.397348,-0.414786,-1.955704,1.061904
alpha_loc_361_pop_0,-0.832386,-0.813927,-2.996001,0.733594
alpha_loc_362_pop_0,-0.947521,-0.973205,-3.199127,1.794399
alpha_loc_363_pop_0,-0.706219,-0.627271,-3.122234,0.825045
alpha_loc_364_pop_0,-1.044557,-1.012012,-2.806509,0.720149
alpha_loc_365_pop_0,0.240209,0.299531,-1.802816,2.939516
alpha_loc_366_pop_0,-0.028410,0.091742,-2.499860,1.637363
alpha_loc_367_pop_0,-1.042523,-1.095391,-3.202886,1.245577
alpha_loc_368_pop_0,-0.905689,-0.793522,-3.552849,0.365579
alpha_loc_369_pop_0,-1.010231,-0.937460,-3.313394,0.522738
alpha_loc_370_pop_0,-0.807824,-0.770140,-3.457195,2.064443
alpha_loc_371_pop_0,-1.420059,-1.216147,-4.173077,0.814801
alpha_loc_372_pop_0,0.849281,0.724110,-0.894073,3.369742
alpha_loc_373_pop_0,1.383723,1.266142,-0.684999,3.893953
alpha_loc_374_pop_0,2.886946,2.983679,0.362112,5.683050
alpha_loc_375_pop_0,-0.139666,0.056545,-2.925492,2.280870
alpha_loc_376_pop_0,0.207442,0.314829,-1.726178,1.559796
alpha_loc_377_pop_0,-0.047974,-0.041913,-1.456296,1.211498
alpha_loc_378_pop_0,0.000692,0.199881,-1.551903,1.499730
alpha_loc_379_pop_0,0.467231,0.431417,-0.564619,1.744779
alpha_loc_380_pop_0,0.446930,0.538067,-1.243100,1.679898
alpha_loc_381_pop_0,0.061185,0.079743,-0.978325,0.966029
alpha_loc_382_pop_0,0.002669,0.204826,-1.843657,1.379764
alpha_loc_383_pop_0,0.042884,0.000473,-2.186987,2.255602
alpha_loc_384_pop_0,0.029548,-0.057152,-1.739166,2.676354
alpha_loc_385_pop_0,-0.188864,-0.030230,-2.682859,1.550990
alpha_loc_386_pop_0,-0.657664,-0.644099,-2.900053,1.479447
alpha_loc_387_pop_0,-0.783434,-0.769803,-2.481245,0.757320
